tipo_pagamento,estado_entrega,dispositivo,periodo_compra,usa_cupom,chargeback_previo,valor_pedido,qtd_itens,tempo_cadastro_dias,compras_anteriores,dist_cobranca_entrega_km,score_risco,idade_cliente,fraude
Cartão,SP,Tablet,Noite,Não,Sim,171.32,2,520.0,6,38.83,25.7,56,0.0
Cartão,MG,Mobile,Tarde,Não,Não,248.03,4,1991.0,6,41.49,43.9,28,0.0
Cartão,SP,Mobile,Tarde,Não,Não,329.72,1,1139.0,6,8.44,40.3,44,0.0
Pix,PE,Mobile,Madrugada,Sim,Não,230.58,2,34.0,7,37.82,35.1,58,
Cartão,SP,Mobile,Noite,Sim,Não,211.28,7,1568.0,7,10.27,40.5,78,0.0
Cartão,MG,Mobile,Noite,Não,Não,244.95,5,1869.0,10,28.48,23.0,41,0.0
Cartão,GO,Mobile,Tarde,Não,Não,386.93,5,1124.0,3,34.7,49.1,18,1.0
Cartão,SP,Mobile,Madrugada,Não,Não,260.25,3,1106.0,7,20.12,26.7,77,0.0
Boleto,PR,,Tarde,Não,Não,203.21,3,845.0,5,40.59,96.7,31,1.0
Boleto,PE,Mobile,Tarde,Não,Não,131.8,4,1630.0,9,18.08,40.9,54,0.0
Boleto,RS,Mobile,Tarde,Não,Não,349.59,5,1407.0,7,35.02,39.4,44,0.0
Cartão,PR,Desktop,Tarde,Não,Não,,7,1729.0,3,4.69,59.5,67,0.0
Pix,GO,Mobile,Manhã,Não,Não,290.07,5,508.0,2,25.36,55.4,75,0.0
Pix,MG,Desktop,Manhã,Não,Não,52.95,5,249.0,6,15.51,12.7,27,0.0
Cartão,SP,Mobile,Madrugada,Sim,Não,146.37,1,319.0,13,3.04,60.8,49,0.0
Cartão,,Mobile,Noite,Não,Sim,497.79,1,1589.0,7,11.94,,68,1.0
Boleto,RJ,Desktop,Noite,Não,Não,197.5,5,1635.0,4,20.79,35.6,28,0.0
Cartão,BA,Mobile,Noite,Não,Sim,298.24,1,67.0,6,41.5,31.5,47,1.0
Pix,MG,Mobile,Madrugada,Não,Não,505.82,5,1182.0,7,27.7,41.1,67,0.0
Pix,RS,Desktop,Tarde,Não,Não,223.5,3,571.0,2,5.69,67.1,75,0.0
Cartão,SP,Mobile,Noite,Não,Não,73.68,3,880.0,6,9.69,26.6,79,0.0
Cartão,MG,Mobile,Madrugada,Não,Não,1301.44,7,1433.0,6,18.46,33.4,32,1.0
Cartão,RJ,Tablet,Noite,Não,Não,329.57,1,161.0,8,24.74,43.3,53,0.0
Cartão,GO,Desktop,Tarde,Sim,Não,484.88,3,528.0,6,3.77,53.7,18,1.0
Cartão,GO,Mobile,Noite,Não,Não,169.61,6,561.0,4,2.17,50.8,39,0.0
Pix,GO,Mobile,Manhã,Não,Não,622.84,3,1283.0,5,16.63,43.7,27,0.0
Pix,MG,Mobile,Tarde,Não,Não,316.09,7,495.0,8,15.98,28.5,75,0.0
Boleto,PR,Mobile,Noite,Não,Não,436.67,7,797.0,3,1.77,46.9,47,0.0
Cartão,SP,Mobile,Noite,Sim,Não,348.01,4,270.0,7,19.64,84.6,61,0.0
Cartão,RJ,Mobile,Manhã,Sim,Não,267.71,4,235.0,4,43.37,30.5,41,0.0
Cartão,PR,Mobile,Madrugada,Sim,Sim,268.48,5,237.0,7,26.82,68.2,24,1.0
Cartão,BA,Desktop,Noite,Sim,Não,800.79,2,197.0,5,37.05,49.7,50,1.0
Cartão,GO,Mobile,Madrugada,Sim,Não,524.93,2,1853.0,11,8.76,53.7,75,0.0
Cartão,BA,Desktop,Noite,Não,Não,381.32,4,1004.0,3,54.05,39.7,29,0.0
Cartão,MG,Desktop,Manhã,Não,Sim,453.1,6,373.0,5,0.2,9.5,54,0.0
Cartão,SP,Desktop,Noite,Não,Não,371.64,5,1053.0,8,20.74,60.3,31,0.0
Pix,BA,Mobile,Tarde,Sim,Sim,503.81,4,149.0,4,6.78,14.9,34,1.0
Boleto,RJ,Tablet,Noite,Não,Não,347.39,3,1926.0,4,18.45,48.3,26,0.0
Cartão,SP,Mobile,Tarde,Não,Não,,5,1432.0,7,11.6,24.9,78,0.0
Pix,RS,Mobile,Noite,Não,Não,834.66,6,1265.0,8,12.82,69.6,64,0.0
Cartão,RJ,Mobile,Manhã,Não,Não,241.47,5,284.0,15,28.93,32.4,59,0.0
Pix,GO,Mobile,Tarde,Não,Não,127.34,2,,6,26.41,49.2,41,0.0
Pix,GO,Mobile,Noite,Sim,Não,747.38,2,379.0,7,12.17,10.4,70,0.0
Cartão,GO,Mobile,Madrugada,Não,Não,892.03,2,1721.0,5,10.43,18.2,27,0.0
Pix,RJ,Mobile,Noite,Não,Não,179.17,1,1489.0,1,35.76,27.2,43,0.0
Cartão,RJ,Desktop,Tarde,Não,Não,234.44,3,1270.0,4,25.08,49.3,21,0.0
Boleto,GO,Desktop,Tarde,Não,Não,557.43,7,106.0,9,66.45,60.8,21,1.0
Cartão,PE,Mobile,Tarde,Não,Não,253.63,3,1046.0,3,10.65,38.1,44,0.0
Cartão,RS,Mobile,Manhã,Não,Não,330.29,3,1816.0,4,18.99,16.8,32,0.0
Cartão,GO,Desktop,Madrugada,Não,Não,367.72,3,872.0,2,70.42,34.0,32,0.0
Pix,BA,Desktop,Madrugada,Não,Não,165.63,6,274.0,9,40.23,48.6,74,0.0
Cartão,MG,Mobile,Tarde,Não,Não,367.18,3,1948.0,4,22.01,62.3,29,0.0
Boleto,BA,Desktop,Manhã,Sim,Não,720.19,6,313.0,4,8.48,58.3,48,1.0
Cartão,BA,Tablet,Tarde,Não,Não,711.61,3,1610.0,5,37.77,42.5,66,0.0
Cartão,PE,Mobile,Noite,Não,Não,85.4,1,1793.0,7,6.24,66.0,59,0.0
Pix,MG,Tablet,Tarde,Não,Não,227.18,5,869.0,7,7.22,69.5,79,0.0
Cartão,PR,Tablet,Tarde,Não,Não,158.65,2,1818.0,8,60.68,58.1,29,0.0
,RJ,Desktop,Tarde,Não,Não,881.69,2,1522.0,5,48.43,7.1,52,0.0
Cartão,RS,Desktop,Madrugada,Sim,Não,111.06,2,1882.0,7,22.0,0.0,27,0.0
Cartão,PR,,Noite,Não,Sim,176.92,6,1569.0,6,11.18,30.6,70,0.0
Cartão,RJ,Desktop,Madrugada,Sim,Não,326.63,3,1149.0,6,27.45,18.7,37,0.0
,PR,,Tarde,Não,Não,17.5,2,695.0,5,29.64,81.4,66,1.0
Cartão,RJ,Mobile,Madrugada,Não,Não,37.86,6,1353.0,3,17.81,48.7,76,0.0
Cartão,GO,Desktop,Tarde,Sim,Não,646.15,1,18.0,12,33.09,30.8,40,1.0
Cartão,MG,Desktop,Manhã,Não,Não,359.12,7,1144.0,9,49.25,55.9,41,0.0
Cartão,PE,Desktop,Madrugada,Não,Não,-500.0,3,1733.0,5,8.23,12.5,33,0.0
,MG,Mobile,Madrugada,Não,Não,347.83,7,1878.0,7,2.98,67.9,20,0.0
Boleto,RS,Mobile,Manhã,Sim,Não,249.69,3,1802.0,7,19.98,71.0,24,0.0
Cartão,GO,Desktop,Tarde,Não,Não,159.94,1,398.0,4,16.71,34.2,65,0.0
Boleto,MG,Mobile,Noite,Não,Sim,,5,1868.0,6,2.61,42.1,20,0.0
Cartão,SP,Desktop,Manhã,Sim,Não,245.12,1,1376.0,7,20.9,33.5,43,0.0
Pix,RS,Desktop,Manhã,Não,Não,222.19,1,295.0,8,57.62,51.2,32,0.0
Cartão,RS,Mobile,Tarde,Não,Não,204.05,7,164.0,7,23.34,35.8,19,0.0
Cartão,GO,Mobile,Noite,Não,Não,251.03,7,1843.0,9,34.45,47.8,72,0.0
Boleto,RJ,Mobile,Tarde,Não,Não,520.28,1,1970.0,10,17.43,49.6,29,0.0
Cartão,PE,Desktop,Noite,Sim,Não,457.43,7,1903.0,3,12.68,19.0,71,0.0
Cartão,MG,Mobile,Tarde,Sim,Não,612.94,5,655.0,3,9.72,78.5,48,0.0
Boleto,PR,Desktop,Madrugada,Sim,Não,587.51,6,315.0,5,18.89,64.0,23,1.0
Cartão,SP,Desktop,Noite,Sim,Não,135.01,2,,10,47.58,42.2,49,0.0
,RS,Mobile,Madrugada,Não,Sim,97.67,1,1488.0,4,47.57,25.6,24,0.0
Cartão,SP,Mobile,Noite,Não,Não,275.77,3,1860.0,11,40.98,49.7,64,0.0
Cartão,RS,Desktop,Noite,Não,Não,,2,950.0,4,22.04,69.3,49,0.0
Pix,MG,Mobile,Manhã,Não,Não,130.8,2,307.0,9,36.92,8.3,42,0.0
Boleto,BA,Mobile,Manhã,Sim,Não,412.07,6,1667.0,4,6.67,30.5,70,0.0
Cartão,MG,Desktop,Tarde,Não,Não,968.06,4,90.0,3,46.61,46.0,67,1.0
Pix,RS,Desktop,Noite,Não,Não,254.49,1,632.0,7,46.51,74.9,71,1.0
Cartão,PE,,Noite,Não,Não,1393.65,2,101.0,5,15.48,45.7,76,0.0
Pix,PE,Desktop,Tarde,Não,Não,275.12,3,674.0,1,2.44,40.3,32,0.0
Cartão,BA,Mobile,Manhã,Sim,Não,102.61,5,1834.0,5,4.37,51.2,36,0.0
Cartão,MG,Desktop,Tarde,Sim,Não,959.11,5,1801.0,6,17.41,65.8,74,0.0
Cartão,RJ,Desktop,Noite,Sim,Não,63.85,6,620.0,1,6.1,48.0,56,0.0
Cartão,PR,Mobile,Noite,Não,Não,266.58,2,270.0,5,18.92,30.9,54,0.0
Cartão,GO,Desktop,Madrugada,Sim,Não,453.71,5,1007.0,6,6.89,61.8,37,0.0
Boleto,RS,Desktop,Tarde,Não,Não,334.25,7,1377.0,11,28.23,62.6,37,0.0
Cartão,RS,Mobile,Noite,Sim,Não,506.41,4,496.0,3,2.68,77.3,65,0.0
,PE,Mobile,Noite,Sim,Sim,268.4,5,102.0,6,12.23,50.3,31,1.0
Boleto,BA,Desktop,Madrugada,Não,Não,610.31,5,1413.0,4,18.67,38.2,43,0.0
Cartão,BA,Mobile,Manhã,Não,Não,752.58,5,243.0,1,20.35,34.0,70,0.0
Pix,PE,Mobile,Tarde,Não,Não,310.5,3,1391.0,5,24.42,31.7,23,0.0
Cartão,SP,Mobile,Noite,Não,Não,537.93,4,348.0,6,29.14,21.0,24,0.0
Pix,BA,Mobile,Tarde,Não,Não,449.45,4,33.0,5,29.33,49.6,27,1.0
Cartão,RJ,Mobile,Madrugada,Não,Não,450.56,5,81.0,7,21.79,90.2,43,1.0
Pix,PR,Desktop,Noite,Não,Não,104.27,2,1109.0,3,66.49,94.5,26,0.0
Boleto,BA,Desktop,Noite,Não,Não,,6,1799.0,2,64.39,19.4,21,0.0
Cartão,SP,Mobile,Manhã,Não,Não,509.04,7,1832.0,4,53.38,53.8,71,1.0
Boleto,RS,Mobile,Madrugada,Sim,Não,374.14,6,163.0,4,4.68,43.1,40,0.0
Cartão,PR,Desktop,Noite,Não,Não,311.59,3,711.0,8,25.62,39.1,28,0.0
Cartão,GO,Desktop,Tarde,Sim,Não,136.19,2,1544.0,8,8.93,50.7,42,0.0
Cartão,BA,Desktop,Noite,Sim,Não,54.1,1,1395.0,5,42.29,79.5,50,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,,3,492.0,4,18.33,,25,
Boleto,RJ,Mobile,Tarde,Não,Não,357.84,6,1468.0,7,40.35,60.8,28,0.0
Boleto,PR,Desktop,Noite,Sim,Não,137.19,5,1578.0,10,32.67,19.8,47,0.0
Cartão,SP,Desktop,Noite,Sim,Não,435.12,3,479.0,2,76.28,54.0,39,0.0
Cartão,RJ,Desktop,Tarde,Não,Não,262.71,3,120.0,4,63.67,44.2,70,0.0
Cartão,GO,Desktop,Noite,Não,Não,234.56,2,645.0,5,18.62,71.1,20,0.0
Cartão,MG,Mobile,Noite,Sim,Sim,28.36,6,1980.0,3,32.02,22.8,52,0.0
Cartão,MG,Mobile,Manhã,Não,Não,392.05,1,5.0,8,11.95,17.6,68,0.0
Cartão,GO,Mobile,Noite,Sim,Não,165.21,3,216.0,10,10.16,59.0,68,1.0
Cartão,BA,Mobile,Madrugada,Não,Não,646.91,1,246.0,6,61.45,64.8,23,1.0
Pix,RJ,Desktop,Manhã,Não,Não,725.84,1,940.0,9,2.38,53.5,55,0.0
Cartão,MG,Desktop,Manhã,Sim,Não,294.93,2,1662.0,5,40.7,82.6,37,1.0
Cartão,BA,Mobile,Manhã,Não,Não,693.95,6,1741.0,7,13.81,28.6,61,
Pix,BA,Mobile,Tarde,Sim,Não,,6,726.0,4,10.47,38.7,58,
Cartão,BA,Desktop,Noite,Sim,Não,101.41,2,602.0,7,71.73,8.2,74,0.0
Cartão,SP,Mobile,Noite,Sim,Não,184.97,7,1089.0,2,18.53,34.7,30,
,BA,Tablet,Manhã,Não,Não,172.1,5,1873.0,4,15.07,32.6,76,0.0
Cartão,SP,Desktop,Tarde,Não,Não,117.08,7,83.0,3,59.11,51.3,46,0.0
Cartão,MG,Mobile,Tarde,Não,Não,321.66,5,1410.0,6,15.66,56.8,54,0.0
Cartão,GO,Mobile,Tarde,Não,Não,1298.49,3,313.0,7,15.44,38.9,47,1.0
Cartão,BA,Desktop,Tarde,Não,Não,668.99,5,178.0,10,23.29,67.7,56,1.0
Cartão,MG,Desktop,Tarde,Não,Não,350.51,7,692.0,3,20.19,,38,1.0
Boleto,RJ,Mobile,Tarde,Não,Não,195.54,6,1675.0,5,18.26,100.0,78,
Cartão,GO,Mobile,Noite,Sim,Não,,2,30.0,8,60.12,41.0,37,1.0
,GO,Mobile,Noite,Não,Não,148.41,5,1710.0,4,59.06,63.0,36,0.0
Boleto,SP,Desktop,Tarde,Sim,Não,364.59,5,727.0,8,5.64,11.7,42,1.0
Cartão,PE,Mobile,Manhã,Sim,Não,557.8,5,1402.0,8,4.32,78.8,51,0.0
,GO,Desktop,Noite,Não,Não,46.63,6,1935.0,7,35.69,,57,0.0
Cartão,PE,Desktop,Tarde,Sim,Não,544.47,1,60.0,9,4.47,80.3,21,0.0
Boleto,MG,Mobile,Noite,Sim,Não,252.21,5,1879.0,5,2.95,37.8,30,0.0
Cartão,BA,Mobile,Madrugada,Não,Não,135.1,2,1420.0,6,49.93,37.5,79,
Cartão,MG,Mobile,Noite,Sim,Não,983.63,7,,7,27.72,54.8,73,0.0
Cartão,BA,Mobile,Tarde,Não,Não,166.19,1,6.0,7,38.37,48.7,67,0.0
Pix,PR,Mobile,Tarde,Não,Não,1000.84,5,1758.0,6,19.88,13.0,72,0.0
Cartão,RS,Mobile,Madrugada,Sim,Não,319.89,5,5.0,6,3.67,3.6,20,0.0
Pix,SP,Mobile,Noite,Sim,Não,176.95,2,942.0,2,9.06,61.7,28,0.0
Cartão,RJ,Mobile,Madrugada,Não,Não,183.8,3,1190.0,3,7.63,53.7,54,1.0
Cartão,MG,Mobile,Madrugada,Não,Não,160.63,2,931.0,6,9.48,57.6,65,0.0
Cartão,PE,Desktop,Manhã,Sim,Não,611.06,4,1463.0,9,18.8,62.8,37,0.0
Pix,RS,Mobile,Madrugada,Sim,Não,1467.54,2,64.0,7,42.98,30.4,51,
Boleto,MG,Desktop,Manhã,Não,Não,,3,134.0,8,1.21,34.3,78,0.0
Boleto,PR,Mobile,Noite,Não,Não,283.06,2,1038.0,3,10.54,17.8,25,
Cartão,BA,Mobile,Noite,Sim,Não,74.24,1,564.0,4,43.29,39.0,73,0.0
,RJ,Desktop,Manhã,Sim,Não,578.38,1,1202.0,10,12.2,62.7,31,1.0
Pix,BA,Mobile,Noite,Não,Não,288.5,2,1297.0,5,29.13,36.9,59,0.0
Cartão,BA,Desktop,Tarde,Não,Não,278.52,7,1929.0,11,55.32,,40,
Cartão,MG,Desktop,Noite,Sim,Não,1170.38,1,680.0,3,35.42,54.9,77,1.0
Boleto,MG,Mobile,Manhã,Não,Não,183.38,3,991.0,3,7.65,26.0,79,0.0
Cartão,MG,Mobile,Madrugada,Sim,Não,75.96,4,548.0,4,29.2,34.4,23,0.0
Cartão,GO,Desktop,Noite,Sim,Não,823.13,4,1098.0,5,35.61,61.6,25,0.0
Cartão,RS,Desktop,Tarde,Sim,Não,203.64,3,347.0,6,20.0,15.4,72,0.0
Cartão,SP,Mobile,Tarde,Não,Não,126.58,5,1585.0,2,43.33,44.7,31,0.0
Cartão,SP,Desktop,Tarde,Não,Sim,493.58,5,1460.0,7,48.27,,74,0.0
Boleto,MG,Desktop,Noite,Sim,Não,239.11,4,1221.0,9,20.04,52.6,73,0.0
Cartão,BA,Desktop,Madrugada,Sim,Não,135.16,1,1233.0,6,54.52,54.9,39,0.0
Boleto,RJ,Desktop,Tarde,Não,Não,386.41,1,1055.0,9,9.18,37.6,39,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,313.94,5,185.0,4,17.37,29.0,43,0.0
Pix,BA,Desktop,Manhã,Sim,Não,544.49,4,590.0,6,8.34,56.1,28,0.0
,GO,Desktop,Manhã,Não,Sim,88.77,2,471.0,3,9.48,52.7,31,1.0
Pix,RS,Mobile,Noite,Não,Não,636.1,6,108.0,10,56.58,56.7,35,1.0
Pix,PE,Mobile,Manhã,Sim,Não,424.91,2,1885.0,8,8.68,18.7,25,
Pix,GO,Mobile,Tarde,Não,Não,221.86,1,1639.0,8,1.23,,71,0.0
Pix,PR,Mobile,Tarde,Não,Não,518.42,3,1743.0,5,61.11,33.8,67,0.0
Boleto,BA,Desktop,Noite,Não,Não,742.02,6,431.0,5,4.64,38.3,28,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,732.5,7,588.0,5,58.49,51.9,60,1.0
Cartão,PR,Desktop,Tarde,Não,Não,437.74,5,1633.0,4,10.76,26.9,51,0.0
Pix,RS,Mobile,Tarde,Sim,Não,253.78,1,956.0,8,33.88,43.2,19,0.0
Cartão,RS,Mobile,Noite,Sim,Não,232.07,6,1785.0,4,3.45,60.7,35,0.0
Pix,PR,Mobile,Tarde,Não,Não,274.85,3,1914.0,6,23.53,43.0,29,0.0
Cartão,GO,Desktop,Manhã,Não,Não,223.83,3,1768.0,6,41.47,64.5,20,0.0
Cartão,RJ,Mobile,Noite,Não,Não,305.99,7,1630.0,7,18.07,42.4,71,1.0
Pix,PR,Tablet,Noite,Sim,Não,141.87,7,1302.0,8,3.2,57.8,38,0.0
Cartão,RS,Desktop,Tarde,Não,Não,718.06,7,286.0,7,10.17,89.4,36,1.0
Cartão,SP,,Tarde,Não,Não,261.91,5,416.0,7,13.63,71.8,72,0.0
Cartão,MG,Mobile,Manhã,Sim,Não,413.31,3,980.0,3,32.04,9.3,21,0.0
Cartão,RS,Mobile,Noite,Não,Não,283.73,7,1190.0,7,16.85,,51,0.0
Boleto,RS,Desktop,Madrugada,Sim,Não,455.91,3,1787.0,4,48.61,65.4,31,0.0
Cartão,PR,Mobile,Tarde,Não,Não,291.26,6,724.0,5,6.64,65.9,65,0.0
Boleto,PR,Mobile,Noite,Não,Não,,5,1154.0,9,7.19,20.7,43,0.0
Pix,SP,Desktop,Tarde,Não,Não,336.77,6,1913.0,7,9.27,54.3,45,0.0
Boleto,SP,Mobile,Tarde,Não,Não,,4,1247.0,7,44.38,31.6,34,0.0
Cartão,GO,Mobile,Noite,Não,Não,479.96,6,576.0,7,23.71,39.8,37,0.0
Cartão,GO,Desktop,Noite,Sim,Não,791.39,2,1714.0,10,6.57,56.1,33,0.0
Cartão,BA,Mobile,Manhã,Sim,Não,267.41,4,1719.0,6,5.31,23.3,73,0.0
Cartão,PE,Mobile,Madrugada,Não,Não,697.3,2,412.0,3,22.93,52.9,67,0.0
Cartão,RJ,Desktop,Tarde,Sim,Não,134.8,2,515.0,3,32.01,26.8,44,0.0
Cartão,GO,Desktop,Manhã,Sim,Não,547.18,5,1467.0,8,30.46,0.0,36,0.0
Cartão,BA,Mobile,Tarde,Não,Sim,413.56,4,148.0,11,42.55,67.6,39,0.0
Cartão,RS,Mobile,Tarde,Não,Não,1430.87,7,1123.0,8,41.49,36.2,20,1.0
Cartão,GO,Desktop,Tarde,Não,Não,327.56,6,1470.0,7,2.75,42.5,49,0.0
Boleto,RJ,Desktop,Manhã,Sim,Não,245.22,5,447.0,4,63.33,98.4,74,1.0
Cartão,PE,Mobile,Manhã,Sim,Não,684.45,6,1555.0,6,55.32,59.0,30,0.0
Cartão,SP,Mobile,Manhã,Não,Não,1002.31,4,902.0,5,55.17,64.0,30,1.0
Cartão,MG,Mobile,Tarde,Não,Não,745.09,3,459.0,3,75.73,45.9,43,1.0
Cartão,RJ,Mobile,Tarde,Sim,Não,506.31,6,1837.0,4,38.98,25.7,52,0.0
Pix,RJ,Desktop,Manhã,Não,Não,360.2,1,70.0,10,59.16,55.9,68,0.0
,GO,Mobile,Manhã,Não,Sim,468.77,4,1519.0,5,5.21,68.5,60,0.0
Cartão,GO,,Tarde,Não,Não,313.12,4,1470.0,8,31.31,56.6,72,0.0
Pix,SP,Mobile,Noite,Sim,Não,245.45,7,,4,7.71,78.8,31,0.0
Cartão,PR,Mobile,Madrugada,Sim,Não,54.3,3,1038.0,6,17.82,45.5,52,0.0
Cartão,BA,Mobile,Manhã,Sim,Não,288.45,7,1217.0,5,47.75,60.7,37,0.0
Cartão,GO,Desktop,Manhã,Não,Não,270.31,3,438.0,6,45.2,65.2,27,1.0
Cartão,MG,Mobile,Noite,Não,Não,360.28,7,381.0,6,15.87,48.4,37,0.0
Cartão,RS,Desktop,Tarde,Sim,Não,317.47,2,849.0,7,0.3,22.9,40,0.0
Cartão,PE,Tablet,Tarde,Não,Não,777.33,1,1212.0,2,28.99,85.7,26,1.0
Cartão,RJ,Desktop,Manhã,Não,Não,167.02,1,758.0,5,26.44,42.6,71,0.0
Cartão,PR,Mobile,Madrugada,Sim,Não,339.46,1,1870.0,6,8.81,46.5,75,0.0
Cartão,SP,Mobile,Manhã,Não,Não,448.9,6,1055.0,5,21.87,39.6,28,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,501.5,4,557.0,3,19.65,38.1,73,1.0
Cartão,PR,Mobile,Tarde,Não,Não,1163.53,4,1226.0,8,50.28,58.8,72,0.0
Cartão,RS,Mobile,Noite,Sim,Não,258.3,5,1766.0,5,0.97,20.0,33,1.0
Pix,BA,Mobile,Noite,Não,Não,874.57,2,1249.0,6,10.18,13.5,60,0.0
Cartão,GO,Mobile,Madrugada,Sim,Não,536.28,3,837.0,5,73.82,,69,1.0
Cartão,SP,Mobile,Madrugada,Sim,Sim,200.72,3,592.0,4,24.46,54.1,38,1.0
Cartão,PR,Mobile,Noite,Não,Não,233.72,3,,5,64.56,28.4,29,1.0
Cartão,PE,Mobile,Tarde,Não,Não,332.66,5,1968.0,5,31.13,27.2,22,0.0
Cartão,PR,Mobile,Noite,Não,Não,292.35,5,1942.0,9,27.69,33.6,75,0.0
Cartão,RJ,Desktop,Noite,Não,Não,160.63,4,1960.0,4,6.87,78.4,59,0.0
Cartão,RS,Mobile,Manhã,Sim,Não,433.62,5,1489.0,7,52.16,56.4,19,0.0
Pix,RS,Desktop,Tarde,Sim,Não,1056.47,5,178.0,12,16.03,21.6,33,0.0
Pix,PE,Mobile,Madrugada,Não,Não,1396.98,3,1970.0,10,43.27,38.5,25,1.0
Cartão,BA,Desktop,Tarde,Não,Não,983.19,6,1801.0,7,25.57,28.6,66,0.0
Boleto,RS,Mobile,Noite,Não,Não,179.78,6,614.0,3,33.11,0.0,55,0.0
Pix,PE,Desktop,Tarde,Não,Não,195.66,5,1002.0,4,41.66,46.7,35,0.0
Cartão,PE,Mobile,Madrugada,Não,Não,559.69,7,1225.0,5,56.56,65.8,23,1.0
Cartão,SP,Desktop,Manhã,Sim,Não,,7,335.0,7,2.42,,48,0.0
Pix,SP,Mobile,Madrugada,Não,Sim,450.74,2,180.0,7,24.03,17.7,77,0.0
Cartão,BA,Desktop,Tarde,Não,Não,267.83,7,302.0,4,41.32,70.7,21,1.0
Pix,MG,Mobile,Tarde,Não,Não,167.3,5,78.0,6,43.23,24.4,30,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,49.22,7,1481.0,2,22.14,46.1,41,0.0
Cartão,PE,Mobile,Noite,Sim,Não,303.0,6,649.0,4,41.1,17.3,65,0.0
Cartão,PR,Desktop,Tarde,Sim,Não,284.37,6,417.0,5,1.22,88.5,27,1.0
Pix,PE,Mobile,Manhã,Não,Não,825.02,1,1081.0,3,7.68,49.1,73,1.0
Pix,RJ,Mobile,Madrugada,Sim,Não,588.81,5,757.0,8,51.04,24.8,55,0.0
Cartão,PE,Desktop,Noite,Sim,Não,411.94,4,1791.0,8,65.2,49.4,62,0.0
,GO,Mobile,Madrugada,Não,Não,775.55,2,,5,22.38,37.8,29,0.0
Cartão,GO,Mobile,Manhã,Não,Não,118.26,5,970.0,7,32.93,82.8,20,1.0
Pix,BA,Desktop,Madrugada,Sim,Não,315.38,4,1994.0,3,41.41,37.1,35,0.0
Pix,PR,Mobile,Manhã,Sim,Não,460.18,6,1787.0,5,15.14,20.3,72,0.0
Cartão,GO,Desktop,Noite,Não,Não,722.15,2,295.0,8,55.52,27.2,71,1.0
Cartão,MG,Mobile,Manhã,Não,Não,908.57,5,965.0,7,37.97,3.9,65,1.0
Pix,RS,Mobile,Tarde,Sim,Não,354.46,7,722.0,8,9.44,45.2,79,0.0
Cartão,BA,Mobile,Noite,Não,Não,231.35,2,1717.0,7,28.51,36.2,47,0.0
,RJ,Desktop,Noite,Sim,Não,1704.85,6,353.0,9,25.58,48.5,64,1.0
Cartão,PR,Desktop,Manhã,Não,Não,515.48,6,1393.0,6,4.89,52.1,42,0.0
Cartão,SP,Mobile,Manhã,Não,Não,416.27,1,338.0,5,50.61,24.8,18,0.0
Cartão,PR,Mobile,Noite,Não,Não,317.55,3,1652.0,4,21.1,31.6,68,0.0
Pix,PR,Tablet,Noite,Sim,Não,324.77,5,1466.0,4,37.72,86.4,23,1.0
Cartão,BA,Desktop,Noite,Não,Sim,198.47,2,332.0,6,75.25,21.7,64,1.0
Cartão,MG,Mobile,Manhã,Não,Não,390.37,4,473.0,8,0.04,77.6,78,1.0
Pix,PR,Mobile,Manhã,Sim,Não,332.79,1,832.0,8,31.23,60.2,54,0.0
Cartão,RS,Desktop,Tarde,Não,Não,274.23,3,886.0,2,27.1,100.0,62,1.0
Cartão,PR,Desktop,Manhã,Sim,Não,136.69,4,1051.0,4,27.71,,51,0.0
Cartão,GO,Mobile,Manhã,Não,Não,309.68,1,617.0,5,86.07,46.5,70,1.0
,PE,Mobile,Tarde,Não,Não,755.08,5,245.0,3,1.03,55.8,73,1.0
Pix,PE,Desktop,Tarde,Não,Não,1375.0,4,1801.0,5,18.53,55.6,32,0.0
Cartão,GO,Mobile,Manhã,Sim,Não,362.69,7,689.0,13,40.15,63.4,31,0.0
Cartão,MG,Mobile,Manhã,Não,Não,210.43,2,192.0,7,4.02,35.4,58,0.0
Cartão,GO,Mobile,Madrugada,Não,Não,99.99,6,205.0,5,3.88,18.3,58,0.0
Cartão,GO,Mobile,Manhã,Sim,Não,439.94,1,575.0,7,12.35,12.7,23,0.0
Cartão,MG,Mobile,Noite,Sim,Não,379.98,1,625.0,5,23.43,21.8,58,0.0
Pix,GO,Desktop,Noite,Sim,Não,204.79,5,1430.0,9,76.04,70.0,63,0.0
Cartão,RS,Mobile,Tarde,Não,Não,141.12,1,2.0,8,30.66,40.0,79,0.0
Cartão,GO,Mobile,Noite,Não,Não,694.79,3,679.0,1,10.1,73.5,54,1.0
Pix,PR,Mobile,Tarde,Não,Não,1249.07,2,953.0,8,8.17,19.7,19,0.0
Cartão,SP,Mobile,Noite,Não,Não,767.34,6,880.0,4,11.07,56.8,23,1.0
Pix,SP,Mobile,Manhã,Não,Não,119.47,5,207.0,6,5.81,27.7,48,0.0
Cartão,SP,Desktop,Manhã,Não,Sim,162.39,7,1687.0,2,37.74,69.3,74,0.0
